supplier,solar_farm,costs
a_17,b_232,1683
a_18,b_232,8753
a_19,b_232,7226
a_20,b_232,6613
a_21,b_232,8899
a_22,b_232,7437
a_23,b_232,11716
a_24,b_232,8885
a_25,b_232,10613
a_26,b_232,7623
a_27,b_232,8159
a_28,b_232,8482
a_29,b_232,6069
a_30,b_232,8158
a_31,b_232,6689
a_32,b_232,10037
a_33,b_232,11728
a_34,b_232,8351
a_35,b_232,3794
a_36,b_232,9376
a_37,b_232,8960
a_38,b_232,10760
a_39,b_232,2659
a_40,b_232,9161
a_41,b_232,4703
a_42,b_232,11986
a_43,b_232,9510
a_44,b_232,9255
a_45,b_232,6156
a_46,b_232,5252
a_47,b_232,7026
a_48,b_232,5564
a_49,b_232,8229
a_50,b_232,5645
a_51,b_232,8973
a_52,b_232,8176
a_53,b_232,9457
a_54,b_232,5990
a_55,b_232,2851
a_56,b_232,2490
a_57,b_232,2806
a_58,b_232,2428
a_59,b_232,10137
a_60,b_232,1725
a_61,b_232,11847
a_62,b_232,10997
a_63,b_232,2634
a_64,b_232,7114
a_65,b_232,10072
a_66,b_232,9546
a_67,b_232,7270
a_68,b_232,11284
a_69,b_232,4582
a_70,b_232,6036
a_71,b_232,3946
a_72,b_232,7739
a_73,b_232,2266
a_74,b_232,4495
a_75,b_232,10115
a_76,b_232,10680
a_77,b_232,10019
a_78,b_232,3056
a_79,b_232,9995
a_80,b_232,5883
a_81,b_232,3116
a_82,b_232,4076
a_83,b_232,9032
a_84,b_232,7416
a_85,b_232,2238
a_86,b_232,5690
a_87,b_232,8830
a_88,b_232,8501
a_89,b_232,3019
a_90,b_232,7423
a_91,b_232,2407
a_92,b_232,5716
a_93,b_232,2791
a_94,b_232,6601
a_95,b_232,10110
a_96,b_232,10354
a_97,b_232,6888
a_98,b_232,7432
a_99,b_232,1033
a_100,b_232,5817
a_1,b_233,10048
a_2,b_233,4385
a_3,b_233,5736
a_4,b_233,8142
a_5,b_233,8437
a_6,b_233,10881
a_7,b_233,3483
a_8,b_233,2829
a_9,b_233,3977
a_10,b_233,2910
a_11,b_233,6502
a_12,b_233,11254
a_13,b_233,9371
a_14,b_233,2463
a_15,b_233,8704
a_16,b_233,6986
a_17,b_233,9887
a_18,b_233,2405
a_19,b_233,5331
a_20,b_233,8633
a_21,b_233,4937
a_22,b_233,1742
a_23,b_233,8165
a_24,b_233,11460
a_25,b_233,10484
a_26,b_233,3541
a_27,b_233,2231
a_28,b_233,8918
a_29,b_233,3047
a_30,b_233,3572
a_31,b_233,8412
a_32,b_233,10620
a_33,b_233,10924
a_34,b_233,6806
a_35,b_233,1327
a_36,b_233,1743
a_37,b_233,10774
a_38,b_233,10814
a_39,b_233,1944
a_40,b_233,10365
a_41,b_233,7174
a_42,b_233,11173
a_43,b_233,10652
a_44,b_233,7639
a_45,b_233,11743
a_46,b_233,4195
a_47,b_233,2060
a_48,b_233,6342
a_49,b_233,3459
a_50,b_233,11424
a_51,b_233,7119
a_52,b_233,6796
a_53,b_233,5316
a_54,b_233,4388
a_55,b_233,3700
a_56,b_233,4578
a_57,b_233,10235
a_58,b_233,1799
a_59,b_233,7087
a_60,b_233,3238
a_61,b_233,9261
a_62,b_233,11342
a_63,b_233,2489
a_64,b_233,4973
a_65,b_233,8336
a_66,b_233,8802
a_67,b_233,4366
a_68,b_233,2734
a_69,b_233,10001
a_70,b_233,4373
a_71,b_233,5368
a_72,b_233,11149
a_73,b_233,6350
a_74,b_233,6573
a_75,b_233,9037
a_76,b_233,11448
a_77,b_233,11429
a_78,b_233,10455
a_79,b_233,10872
a_80,b_233,11872
a_81,b_233,11883
a_82,b_233,5094
a_83,b_233,8228
a_84,b_233,9358
a_85,b_233,7113
a_86,b_233,6417
a_87,b_233,9046
a_88,b_233,5857
a_89,b_233,7777
a_90,b_233,9969
a_91,b_233,1237
a_92,b_233,7186
a_93,b_233,2943
a_94,b_233,11599
a_95,b_233,2338
a_96,b_233,10167
a_97,b_233,4058
a_98,b_233,11997
a_99,b_233,4679
a_100,b_233,3545
a_1,b_234,4701
a_2,b_234,9444
a_3,b_234,3861
a_4,b_234,6050
a_5,b_234,5224
a_6,b_234,5557
a_7,b_234,7020
a_8,b_234,8484
a_9,b_234,1867
a_10,b_234,7507
a_11,b_234,10102
a_12,b_234,9264
a_13,b_234,3523
a_14,b_234,2507
a_15,b_234,2762
a_16,b_234,7454
a_17,b_234,10435
a_18,b_234,1776
a_19,b_234,9154
a_20,b_234,4179
a_21,b_234,4405
a_22,b_234,10692
a_23,b_234,3583
a_24,b_234,10943
a_25,b_234,9604
a_26,b_234,6634
a_27,b_234,11405
a_28,b_234,1348
a_29,b_234,9996
a_30,b_234,2073
a_31,b_234,11880
a_32,b_234,9143
a_33,b_234,7350
a_34,b_234,4283
a_35,b_234,11833
a_36,b_234,6247
a_37,b_234,11299
a_38,b_234,5127
a_39,b_234,6700
a_40,b_234,9726
a_41,b_234,11724
a_42,b_234,9795
a_43,b_234,2367
a_44,b_234,11124
a_45,b_234,5811
a_46,b_234,4409
a_47,b_234,6143
a_48,b_234,1250
a_49,b_234,10423
a_50,b_234,5259
a_51,b_234,11458
a_52,b_234,3116
a_53,b_234,4791
a_54,b_234,4529
a_55,b_234,8160
a_56,b_234,5009
a_57,b_234,10120
a_58,b_234,9155
a_59,b_234,3885
a_60,b_234,11825
a_61,b_234,9220
a_62,b_234,2048
a_63,b_234,8191
a_64,b_234,4450
a_65,b_234,4828
a_66,b_234,2147
a_67,b_234,4479
a_68,b_234,7019
a_69,b_234,10025
a_70,b_234,8787
a_71,b_234,3578
a_72,b_234,9195
a_73,b_234,8100
a_74,b_234,5557
a_75,b_234,11799
a_76,b_234,3762
a_77,b_234,2589
a_78,b_234,4669
a_79,b_234,7015
a_80,b_234,6261
a_81,b_234,5548
a_82,b_234,7038
a_83,b_234,2709
a_84,b_234,4686
a_85,b_234,2199
a_86,b_234,8757
a_87,b_234,3764
a_88,b_234,7094
a_89,b_234,11448
a_90,b_234,1493
a_91,b_234,2148
a_92,b_234,1309
a_93,b_234,10199
a_94,b_234,11788
a_95,b_234,5630
a_96,b_234,3911
a_97,b_234,5251
a_98,b_234,2405
a_99,b_234,9808
a_100,b_234,4903
a_1,b_235,2455
a_2,b_235,10180
a_3,b_235,3265
a_4,b_235,3317
a_5,b_235,11220
a_6,b_235,3754
a_7,b_235,1493
a_8,b_235,3989
a_9,b_235,6360
a_10,b_235,10672
a_11,b_235,6145
a_12,b_235,12000
a_13,b_235,4262
a_14,b_235,1207
a_15,b_235,2280
a_16,b_235,11403
a_17,b_235,2457
a_18,b_235,4980
a_19,b_235,9299
a_20,b_235,8501
a_21,b_235,11666
a_22,b_235,3632
a_23,b_235,9636
a_24,b_235,11892
a_25,b_235,5443
a_26,b_235,11656
a_27,b_235,4517
a_28,b_235,8298
a_29,b_235,7512
a_30,b_235,2185
a_31,b_235,1167
a_32,b_235,4271
a_33,b_235,5075
a_34,b_235,10811
a_35,b_235,8515
a_36,b_235,11744
a_37,b_235,6598
a_38,b_235,6891
a_39,b_235,3522
a_40,b_235,3713
a_41,b_235,10187
a_42,b_235,9317
a_43,b_235,6547
a_44,b_235,10622
a_45,b_235,2453
a_46,b_235,1674
a_47,b_235,11367
a_48,b_235,1462
a_49,b_235,1274
a_50,b_235,9139
a_51,b_235,4872
a_52,b_235,3417
a_53,b_235,7114
a_54,b_235,10451
a_55,b_235,3323
a_56,b_235,1822
a_57,b_235,7939
a_58,b_235,11832
a_59,b_235,5512
a_60,b_235,10907
a_61,b_235,2988
a_62,b_235,3786
a_63,b_235,8880
a_64,b_235,4248
a_65,b_235,5978
a_66,b_235,11417
a_67,b_235,9187
a_68,b_235,5684
a_69,b_235,2748
a_70,b_235,5329
a_71,b_235,10698
a_72,b_235,3026
a_73,b_235,7611
a_74,b_235,10602
a_75,b_235,2712
a_76,b_235,7445
a_77,b_235,6783
a_78,b_235,2168
a_79,b_235,1398
a_80,b_235,8594
a_81,b_235,10782
a_82,b_235,2623
a_83,b_235,4606
a_84,b_235,5541
a_85,b_235,1058
a_86,b_235,9102
a_87,b_235,11883
a_88,b_235,11960
a_89,b_235,8517
a_90,b_235,2893
a_91,b_235,11521
a_92,b_235,3608
a_93,b_235,6360
a_94,b_235,3289
a_95,b_235,8187
a_96,b_235,7120
a_97,b_235,10460
a_98,b_235,8053
a_99,b_235,1369
a_100,b_235,9115
a_1,b_236,3468
a_2,b_236,2796
a_3,b_236,11022
a_4,b_236,10529
a_5,b_236,8446
a_6,b_236,4994
a_7,b_236,11412
a_8,b_236,3042
a_9,b_236,1768
a_10,b_236,2670
a_11,b_236,6388
a_12,b_236,8895
a_13,b_236,4726
a_14,b_236,8090
a_15,b_236,5268
a_16,b_236,2024
a_17,b_236,6172
a_18,b_236,7601
a_19,b_236,9336
a_20,b_236,4056
a_21,b_236,9719
a_22,b_236,4759
a_23,b_236,7967
a_24,b_236,11264
a_25,b_236,5480
a_26,b_236,3176
a_27,b_236,3380
a_28,b_236,7902
a_29,b_236,1791
a_30,b_236,4431
a_31,b_236,11846
a_32,b_236,2482
a_33,b_236,8724
a_34,b_236,8854
a_35,b_236,1227
a_36,b_236,9842
a_37,b_236,1890
a_38,b_236,8503
a_39,b_236,6719
a_40,b_236,8567
a_41,b_236,1761
a_42,b_236,9561
a_43,b_236,2403
a_44,b_236,7531
a_45,b_236,8163
a_46,b_236,4750
a_47,b_236,3755
a_48,b_236,9482
a_49,b_236,7889
a_50,b_236,5683
a_51,b_236,5433
a_52,b_236,6218
a_53,b_236,3415
a_54,b_236,11459
a_55,b_236,10859
a_56,b_236,6599
a_57,b_236,3470
a_58,b_236,10281
a_59,b_236,6844
a_60,b_236,4063
a_61,b_236,7032
a_62,b_236,10397
a_63,b_236,2024
a_64,b_236,5125
a_65,b_236,9197
a_66,b_236,10953
a_67,b_236,9148
a_68,b_236,6222
a_69,b_236,3281
a_70,b_236,4846
a_71,b_236,10994
a_72,b_236,6540
a_73,b_236,9980
a_74,b_236,2040
a_75,b_236,7114
a_76,b_236,8205
a_77,b_236,2114
a_78,b_236,11561
a_79,b_236,6254
a_80,b_236,4112
a_81,b_236,4074
a_82,b_236,4884
a_83,b_236,5564
a_84,b_236,8316
a_85,b_236,9667
a_86,b_236,3742
a_87,b_236,10637
a_88,b_236,3891
a_89,b_236,7801
a_90,b_236,4022
a_91,b_236,10631
a_92,b_236,5965
a_93,b_236,5394
a_94,b_236,6545
a_95,b_236,2711
a_96,b_236,3691
a_97,b_236,8970
a_98,b_236,11021
a_99,b_236,11517
a_100,b_236,3914
a_1,b_237,2297
a_2,b_237,6819
a_3,b_237,6174
a_4,b_237,3285
a_5,b_237,4275
a_6,b_237,4038
a_7,b_237,6997
a_8,b_237,7690
a_9,b_237,1030
a_10,b_237,2197
a_11,b_237,2385
a_12,b_237,10066
a_13,b_237,8049
a_14,b_237,1135
a_15,b_237,6242
a_16,b_237,7783
a_17,b_237,10798
a_18,b_237,1334
a_19,b_237,5331
a_20,b_237,11343
a_21,b_237,8062
a_22,b_237,2639
a_23,b_237,4525
a_24,b_237,9577
a_25,b_237,10328
a_26,b_237,10071
a_27,b_237,8949
a_28,b_237,2484
a_29,b_237,10182
a_30,b_237,8328
a_31,b_237,5509
a_32,b_237,2713
a_33,b_237,11989
a_34,b_237,7515
a_35,b_237,7313
a_36,b_237,8138
a_37,b_237,10673
a_38,b_237,5306
a_39,b_237,4779
a_40,b_237,8949
a_41,b_237,4536
a_42,b_237,3752
a_43,b_237,8159
a_44,b_237,7929
a_45,b_237,6168
a_46,b_237,10330
a_47,b_237,9916
a_48,b_237,6981
a_49,b_237,4442
a_50,b_237,6458
a_51,b_237,4083
a_52,b_237,10885
a_53,b_237,5863
a_54,b_237,6161
a_55,b_237,11382
a_56,b_237,5397
a_57,b_237,1286
a_58,b_237,6447
a_59,b_237,11194
a_60,b_237,5898
a_61,b_237,7505
a_62,b_237,3967
a_63,b_237,7826
a_64,b_237,6274
a_65,b_237,2047
a_66,b_237,11951
a_67,b_237,1437
a_68,b_237,2834
a_69,b_237,5399
a_70,b_237,11331
a_71,b_237,3155
a_72,b_237,4409
a_73,b_237,2648
a_74,b_237,10302
a_75,b_237,11971
a_76,b_237,2918
a_77,b_237,4053
a_78,b_237,9388
a_79,b_237,8520
a_80,b_237,11013
a_81,b_237,5008
a_82,b_237,8614
a_83,b_237,9938
a_84,b_237,1152
a_85,b_237,9096
a_86,b_237,1302
a_87,b_237,3021
a_88,b_237,5077
a_89,b_237,2228
a_90,b_237,4602
a_91,b_237,5204
a_92,b_237,7664
a_93,b_237,6493
a_94,b_237,4363
a_95,b_237,11425
a_96,b_237,6093
a_97,b_237,5313
a_98,b_237,7102
a_99,b_237,11825
a_100,b_237,6105
a_1,b_238,9798
a_2,b_238,6291
a_3,b_238,11271
a_4,b_238,3264
a_5,b_238,8212
a_6,b_238,5909
a_7,b_238,11148
a_8,b_238,8827
a_9,b_238,2863
a_10,b_238,10368
a_11,b_238,1277
a_12,b_238,8114
a_13,b_238,7364
a_14,b_238,5595
a_15,b_238,10985
a_16,b_238,10085
a_17,b_238,2404
a_18,b_238,1152
a_19,b_238,4326
a_20,b_238,10089
a_21,b_238,11106
a_22,b_238,8505
a_23,b_238,11744
a_24,b_238,6644
a_25,b_238,10838
a_26,b_238,3385
a_27,b_238,8296
a_28,b_238,9137
a_29,b_238,5989
a_30,b_238,4825
a_31,b_238,7536
a_32,b_238,5242
a_33,b_238,6458
a_34,b_238,1547
a_35,b_238,4003
a_36,b_238,11235
a_37,b_238,11583
a_38,b_238,10343
a_39,b_238,5320
a_40,b_238,10290
a_41,b_238,11158
a_42,b_238,2256
a_43,b_238,5965
a_44,b_238,5762
a_45,b_238,7053
a_46,b_238,6076
a_47,b_238,9093
a_48,b_238,1530
a_49,b_238,7082
a_50,b_238,5268
a_51,b_238,3070
a_52,b_238,4172
a_53,b_238,10416
a_54,b_238,4289
a_55,b_238,5045
a_56,b_238,3681
a_57,b_238,2370
a_58,b_238,3110
a_59,b_238,9002
a_60,b_238,3806
a_61,b_238,9672
a_62,b_238,2460
a_63,b_238,9204
a_64,b_238,5305
a_65,b_238,7501
a_66,b_238,11609
a_67,b_238,6615
a_68,b_238,6001
a_69,b_238,9640
a_70,b_238,8516
a_71,b_238,7776
a_72,b_238,3308
a_73,b_238,7408
a_74,b_238,4645
a_75,b_238,3177
a_76,b_238,7137
a_77,b_238,6916
a_78,b_238,2690
a_79,b_238,10292
a_80,b_238,4551
a_81,b_238,10533
a_82,b_238,10886
a_83,b_238,1833
a_84,b_238,3249
a_85,b_238,4391
a_86,b_238,11994
a_87,b_238,8338
a_88,b_238,10376
a_89,b_238,6106
a_90,b_238,5198
a_91,b_238,10824
a_92,b_238,3189
a_93,b_238,10887
a_94,b_238,11782
a_95,b_238,7256
a_96,b_238,8812
a_97,b_238,3070
a_98,b_238,11774
a_99,b_238,9383
a_100,b_238,8021
a_1,b_239,6739
a_2,b_239,4874
a_3,b_239,10952
a_4,b_239,3107
a_5,b_239,10405
a_6,b_239,11158
a_7,b_239,5534
a_8,b_239,8572
a_9,b_239,1968
a_10,b_239,8418
a_11,b_239,7714
a_12,b_239,10971
a_13,b_239,8561
a_14,b_239,9567
a_15,b_239,4792
a_16,b_239,11816
a_17,b_239,4176
a_18,b_239,3938
a_19,b_239,7659
a_20,b_239,2391
a_21,b_239,11267
a_22,b_239,1305
a_23,b_239,7885
a_24,b_239,4967
a_25,b_239,7763
a_26,b_239,3615
a_27,b_239,10812
a_28,b_239,10290
a_29,b_239,11585
a_30,b_239,11506
a_31,b_239,10453
a_32,b_239,3101
a_33,b_239,3471
a_34,b_239,4140
a_35,b_239,8523
a_36,b_239,5659
a_37,b_239,8278
a_38,b_239,4150
a_39,b_239,9494
a_40,b_239,11613
a_41,b_239,3591
a_42,b_239,10163
a_43,b_239,4526
a_44,b_239,4023
a_45,b_239,7743
a_46,b_239,5907
a_47,b_239,2331
a_48,b_239,11803
a_49,b_239,5292
a_50,b_239,6428
a_51,b_239,6871
a_52,b_239,5690
a_53,b_239,6446
a_54,b_239,10625
a_55,b_239,4814
a_56,b_239,9959
a_57,b_239,1116
a_58,b_239,7791
a_59,b_239,10399
a_60,b_239,8306
a_61,b_239,5199
a_62,b_239,5792
a_63,b_239,6192
a_64,b_239,1900
a_65,b_239,11901
a_66,b_239,5622
a_67,b_239,6647
a_68,b_239,11021
a_69,b_239,10930
a_70,b_239,2023
a_71,b_239,4386
a_72,b_239,10169
a_73,b_239,3060
a_74,b_239,7185
a_75,b_239,1694
a_76,b_239,11780
a_77,b_239,10670
a_78,b_239,9951
a_79,b_239,1018
a_80,b_239,6153
a_81,b_239,4664
a_82,b_239,5697
a_83,b_239,7645
a_84,b_239,3252
a_85,b_239,11484
a_86,b_239,2934
a_87,b_239,5909
a_88,b_239,8342
a_89,b_239,6994
a_90,b_239,9286
a_91,b_239,4638
a_92,b_239,10038
a_93,b_239,8591
a_94,b_239,9144
a_95,b_239,7765
a_96,b_239,8201
a_97,b_239,3065
a_98,b_239,1084
a_99,b_239,4105
a_100,b_239,3860
a_1,b_240,10526
a_2,b_240,11848
a_3,b_240,9937
a_4,b_240,3084
a_5,b_240,8632
a_6,b_240,1424
a_7,b_240,1761
a_8,b_240,8601
a_9,b_240,3854
a_10,b_240,4611
a_11,b_240,10642
a_12,b_240,6283
a_13,b_240,7191
a_14,b_240,7331
a_15,b_240,7654
a_16,b_240,11742
a_17,b_240,7932
a_18,b_240,9394
a_19,b_240,3568
a_20,b_240,2382
a_21,b_240,4349
a_22,b_240,2866
a_23,b_240,4515
a_24,b_240,6979
a_25,b_240,1291
a_26,b_240,1698
a_27,b_240,2886
a_28,b_240,6572
a_29,b_240,11578
a_30,b_240,3569
a_31,b_240,9710
a_32,b_240,10074
a_33,b_240,6539
a_34,b_240,6980
a_35,b_240,9500
a_36,b_240,5612
a_37,b_240,4043
a_38,b_240,1214
a_39,b_240,1006
a_40,b_240,1291
a_41,b_240,1642
a_42,b_240,2798
a_43,b_240,7103
a_44,b_240,9245
a_45,b_240,5247
a_46,b_240,6112
a_47,b_240,8008
a_48,b_240,1449
a_49,b_240,2089
a_50,b_240,4517
a_51,b_240,1756
a_52,b_240,1996
a_53,b_240,8014
a_54,b_240,7378
a_55,b_240,9661
a_56,b_240,8597
a_57,b_240,10895
a_58,b_240,2553
a_59,b_240,9310
a_60,b_240,9353
a_61,b_240,11482
a_62,b_240,9822
a_63,b_240,5515
a_64,b_240,4422
a_65,b_240,9127
a_66,b_240,9672
a_67,b_240,1877
a_68,b_240,10930
a_69,b_240,7083
a_70,b_240,11571
a_71,b_240,5946
a_72,b_240,7509
a_73,b_240,1893
a_74,b_240,2895
a_75,b_240,11090
a_76,b_240,7121
a_77,b_240,10595
a_78,b_240,7885
a_79,b_240,2006
a_80,b_240,3692
a_81,b_240,6392
a_82,b_240,6827
a_83,b_240,6757
a_84,b_240,7002
a_85,b_240,7766
a_86,b_240,5676
a_87,b_240,10924
a_88,b_240,8133
a_89,b_240,10334
a_90,b_240,8644
a_91,b_240,6438
a_92,b_240,6481
a_93,b_240,7892
a_94,b_240,10349
a_95,b_240,11414
a_96,b_240,5394
a_97,b_240,5445
a_98,b_240,9403
a_99,b_240,7729
a_100,b_240,5121
a_1,b_241,1876
a_2,b_241,10183
a_3,b_241,5074
a_4,b_241,1373
a_5,b_241,10243
a_6,b_241,8245
a_7,b_241,8856
a_8,b_241,3031
a_9,b_241,4962
a_10,b_241,8388
a_11,b_241,3762
a_12,b_241,1162
a_13,b_241,3486
a_14,b_241,11843
a_15,b_241,8608
a_16,b_241,3856
a_17,b_241,1926
a_18,b_241,7210
a_19,b_241,6157
a_20,b_241,5740
a_21,b_241,11924
a_22,b_241,11488
a_23,b_241,9268
a_24,b_241,6895
a_25,b_241,3568
a_26,b_241,3198
a_27,b_241,1390
a_28,b_241,6783
a_29,b_241,3162
a_30,b_241,11382
a_31,b_241,11214
a_32,b_241,4494
a_33,b_241,11338
a_34,b_241,6036
a_35,b_241,5877
a_36,b_241,11821
a_37,b_241,11182
a_38,b_241,2105
a_39,b_241,3474
a_40,b_241,5984
a_41,b_241,11144
a_42,b_241,8462
a_43,b_241,1601
a_44,b_241,11135
a_45,b_241,10227
a_46,b_241,3307
a_47,b_241,1461
a_48,b_241,6495
a_49,b_241,8593
a_50,b_241,6133
a_51,b_241,11141
a_52,b_241,3447
a_53,b_241,11037
a_54,b_241,11326
a_55,b_241,9349
a_56,b_241,4150
a_57,b_241,6317
a_58,b_241,10727
a_59,b_241,6729
a_60,b_241,4544
a_61,b_241,4118
a_62,b_241,6153
a_63,b_241,9372
a_64,b_241,1392
a_65,b_241,8968
a_66,b_241,6510
a_67,b_241,3657
a_68,b_241,8022
a_69,b_241,3875
a_70,b_241,7783
a_71,b_241,9619
a_72,b_241,6532
a_73,b_241,7900
a_74,b_241,9555
a_75,b_241,2454
a_76,b_241,11725
a_77,b_241,4885
a_78,b_241,10003
a_79,b_241,10994
a_80,b_241,1189
a_81,b_241,10023
a_82,b_241,9981
a_83,b_241,1286
a_84,b_241,8629
a_85,b_241,4374
a_86,b_241,10673
a_87,b_241,3507
a_88,b_241,3592
a_89,b_241,7588
a_90,b_241,10878
a_91,b_241,7559
a_92,b_241,5960
a_93,b_241,3829
a_94,b_241,2258
a_95,b_241,9742
a_96,b_241,4273
a_97,b_241,8832
a_98,b_241,2880
a_99,b_241,3441
a_100,b_241,9916
a_1,b_242,4130
a_2,b_242,10422
a_3,b_242,4932
a_4,b_242,2468
a_5,b_242,3716
a_6,b_242,5791
a_7,b_242,6528
a_8,b_242,1431
a_9,b_242,2568
a_10,b_242,1147
a_11,b_242,4140
a_12,b_242,9742
a_13,b_242,9598
a_14,b_242,6541
a_15,b_242,8086
a_16,b_242,8638
a_17,b_242,3533
a_18,b_242,9183
a_19,b_242,5152
a_20,b_242,9945
a_21,b_242,3645
a_22,b_242,10196
a_23,b_242,1667
a_24,b_242,4243
a_25,b_242,5351
a_26,b_242,9184
a_27,b_242,1017
a_28,b_242,3858
a_29,b_242,9685
a_30,b_242,5121
a_31,b_242,2765
a_32,b_242,2742
a_33,b_242,3314
a_34,b_242,10959
a_35,b_242,5402
a_36,b_242,3482
a_37,b_242,6438
a_38,b_242,8762
a_39,b_242,10420
a_40,b_242,5776
a_41,b_242,5351
a_42,b_242,9195
a_43,b_242,11580
a_44,b_242,4566
a_45,b_242,3209
a_46,b_242,11028
a_47,b_242,11460
a_48,b_242,6658
a_49,b_242,6743
a_50,b_242,1699
a_51,b_242,2151
a_52,b_242,11078
a_53,b_242,7952
a_54,b_242,3947
a_55,b_242,1331
a_56,b_242,10136
a_57,b_242,2044
a_58,b_242,4468
a_59,b_242,7516
a_60,b_242,3881
a_61,b_242,4785
a_62,b_242,11238
a_63,b_242,7203
a_64,b_242,10264
a_65,b_242,2383
a_66,b_242,7619
a_67,b_242,11345
a_68,b_242,9902
a_69,b_242,8347
a_70,b_242,6528
a_71,b_242,1994
a_72,b_242,11061
a_73,b_242,7679
a_74,b_242,1707
a_75,b_242,6259
a_76,b_242,3121
a_77,b_242,2176
a_78,b_242,11321
a_79,b_242,8257
a_80,b_242,10736
a_81,b_242,3053
a_82,b_242,3326
a_83,b_242,4899
a_84,b_242,6310
a_85,b_242,7935
a_86,b_242,5002
a_87,b_242,8826
a_88,b_242,8088
a_89,b_242,5419
a_90,b_242,11070
a_91,b_242,3521
a_92,b_242,3436
a_93,b_242,10978
a_94,b_242,2216
a_95,b_242,10144
a_96,b_242,1256
a_97,b_242,3355
a_98,b_242,9112
a_99,b_242,11804
a_100,b_242,3341
a_1,b_243,1496
a_2,b_243,11851
a_3,b_243,1982
a_4,b_243,8978
a_5,b_243,4099
a_6,b_243,3834
a_7,b_243,11813
a_8,b_243,11926
a_9,b_243,2547
a_10,b_243,3248
a_11,b_243,4664
a_12,b_243,1184
a_13,b_243,2200
a_14,b_243,5585
a_15,b_243,5002
a_16,b_243,7499
a_17,b_243,1079
a_18,b_243,4000
a_19,b_243,9322
a_20,b_243,5060
a_21,b_243,8227
a_22,b_243,8614
a_23,b_243,10233
a_24,b_243,2813
a_25,b_243,2754
a_26,b_243,6387
a_27,b_243,5159
a_28,b_243,7052
a_29,b_243,6482
a_30,b_243,5572
a_31,b_243,11143
a_32,b_243,1857
a_33,b_243,10770
a_34,b_243,10292
a_35,b_243,4517
a_36,b_243,10203
a_37,b_243,4740
a_38,b_243,1493
a_39,b_243,7434
a_40,b_243,11650
a_41,b_243,11339
a_42,b_243,4009
a_43,b_243,11563
a_44,b_243,6084
a_45,b_243,3251
a_46,b_243,11430
a_47,b_243,9695
a_48,b_243,5816
a_49,b_243,8765
a_50,b_243,3298
a_51,b_243,3462
a_52,b_243,2735
a_53,b_243,7670
a_54,b_243,10571
a_55,b_243,11621
a_56,b_243,11731
a_57,b_243,6902
a_58,b_243,4855
a_59,b_243,4827
a_60,b_243,2586
a_61,b_243,9919
a_62,b_243,11865
a_63,b_243,9547
a_64,b_243,8029
a_65,b_243,11612
a_66,b_243,3613
a_67,b_243,9116
a_68,b_243,4119
a_69,b_243,7963
a_70,b_243,8382
a_71,b_243,6542
a_72,b_243,4718
a_73,b_243,8639
a_74,b_243,4310
a_75,b_243,8539
a_76,b_243,10465
a_77,b_243,5235
a_78,b_243,9046
a_79,b_243,10890
a_80,b_243,9818
a_81,b_243,11884
a_82,b_243,3760
a_83,b_243,1498
a_84,b_243,5650
a_85,b_243,10973
a_86,b_243,10440
a_87,b_243,3257
a_88,b_243,8340
a_89,b_243,9316
a_90,b_243,1040
a_91,b_243,6966
a_92,b_243,1994
a_93,b_243,9723
a_94,b_243,6166
a_95,b_243,7051
a_96,b_243,9752
a_97,b_243,2499
a_98,b_243,7970
a_99,b_243,5705
a_100,b_243,1385
a_1,b_244,4274
a_2,b_244,10289
a_3,b_244,6353
a_4,b_244,9769
a_5,b_244,9187
a_6,b_244,3801
a_7,b_244,1712
a_8,b_244,9264
a_9,b_244,11773
a_10,b_244,2341
a_11,b_244,10981
a_12,b_244,6911
a_13,b_244,8803
a_14,b_244,11783
a_15,b_244,2485
a_16,b_244,10959
a_17,b_244,1120
a_18,b_244,6464
a_19,b_244,7024
a_20,b_244,4667
a_21,b_244,11142
a_22,b_244,5321
a_23,b_244,4446
a_24,b_244,11622
a_25,b_244,8336
a_26,b_244,9101
a_27,b_244,1365
a_28,b_244,10244
a_29,b_244,4985
a_30,b_244,2480
a_31,b_244,5108
a_32,b_244,3047
a_33,b_244,9189
a_34,b_244,9487
a_35,b_244,6269
a_36,b_244,3173
a_37,b_244,8711
a_38,b_244,7883
a_39,b_244,1843
a_40,b_244,1076
a_41,b_244,10879
a_42,b_244,8563
a_43,b_244,4288
a_44,b_244,1500
a_45,b_244,8034
a_46,b_244,10620
a_47,b_244,11026
a_48,b_244,1345
a_49,b_244,3549
a_50,b_244,9485
a_51,b_244,2030
a_52,b_244,6946
a_53,b_244,1047
a_54,b_244,9203
a_55,b_244,4056
a_56,b_244,5923
a_57,b_244,11356
a_58,b_244,2226
a_59,b_244,6439
a_60,b_244,11047
a_61,b_244,4014
a_62,b_244,4822
a_63,b_244,4040
a_64,b_244,11722
a_65,b_244,6046
a_66,b_244,8359
a_67,b_244,1822
a_68,b_244,1999
a_69,b_244,2868
a_70,b_244,4317
a_71,b_244,4916
a_72,b_244,11393
a_73,b_244,5578
a_74,b_244,2806
a_75,b_244,5976
a_76,b_244,6506
a_77,b_244,4587
a_78,b_244,5965
a_79,b_244,8417
a_80,b_244,10226
a_81,b_244,11115
a_82,b_244,10880
a_83,b_244,4877
a_84,b_244,7967
a_85,b_244,10488
a_86,b_244,4034
a_87,b_244,11395
